Id;Response_Market_Index;PROD_Formula;PER_sex;PER_Sex_Second_Driver;VEH_Actual_Value;CLA_HISTORY;CLA_HISTORY_1Y;CLA_HISTORY_3Y;CLA_BM_TPL_DECLARED;BEH_Mileage;PER_KIDS_ON_BOARD_ID;VEH_Number_of_doors;VEH_Top_Speed;BEH_Number_Year_Insured;VEH_TransmissionId;PER_Age_Main_Driver;PER_License_Age_Main_Driver;PER_License_Age_Second_Driver;PER_Matrimonial_Status;VEH_Age;VEH_Injection_Mode;VEH_fuel_type;BEH_vehicule_usage;VEH_Drive_type;VEH_Body;VEH_Segment;PER_Parking_Type;CLA_BM;VEH_engine_HP;VEH_pw_proportion;VEH_High_Risk_Vehicle;PER_previous_insurer;PER_Is_second_driver;PER_Age_oldest_child;PER_Second_Driver_Age;PER_Insured_Before;VEH_Weight;GEO_Lat;GEO_Long
1638099;435;BASIC;2;0;4600;1;1;1;1;13;3;4;160;10;7;59;31;-1;2;15;389999;1;1;50001;9;30003;3;10;90;59;2;5;1;-99;-1;2;1125;-1.79087637490741;-0.431146590227563
1657342;609;FULL;1;0;68315;1;1;1;2;15;1;5;248;6;7;32;15;-1;2;3;380002;1;1;50002;9;30005;1;6;218;106;2;17;1;2;-1;2;1510;1.67582362509258;-4.43114659022756
1657529;609;FULL;1;0;68315;1;1;1;2;15;1;5;248;6;7;32;15;-1;2;3;380002;1;1;50002;9;30005;1;6;218;106;2;17;1;2;-1;2;1510;1.67582362509258;-4.43114659022756
1662071;404;FULL;1;2;11005;1;1;1;2;14;1;5;173;7;7;31;7;12;2;8;380002;1;1;50001;9;30002;3;7;80;51;2;6;2;1;31;2;1170;-0.440876374907418;1.28555340977244
1662074;404;FULL;1;2;11005;1;1;1;2;14;1;5;173;7;7;31;7;12;2;8;380002;1;1;50001;9;30002;3;7;80;51;2;6;2;1;31;2;1170;-0.440876374907418;1.28555340977244
1662081;319;FULL;1;0;6410;1;1;1;1;13;2;5;173;10;7;41;23;-1;2;11;380008;2;1;50001;9;30003;2;10;102;60;2;17;1;18;-1;1;1250;0.00912362509258458;-0.931146590227563
1662100;404;FULL;1;2;11005;1;1;1;2;14;1;5;173;7;7;31;7;12;2;8;380002;1;1;50001;9;30002;3;7;80;51;2;6;2;1;31;2;1170;-0.440876374907418;1.28555340977244
1662180;309;BASIC;1;0;2700;1;1;1;1;13;1;5;188;6;7;36;17;-1;2;15;389999;1;1;50001;9;30003;2;6;100;61;2;7;1;11;-1;1;1221;-1.44087637490742;0.152253409772435
1662186;289;FULL;1;0;34560;1;1;1;1;14;3;5;164;10;7;60;34;-1;2;0;380008;2;1;50001;10;30002;2;10;75;54;2;5;1;-99;-1;2;1033;-1.87417637490741;0.202253409772435
1662220;306;BASIC;1;0;1300;1;1;1;1;13;3;5;176;9;7;39;20;-1;1;20;389999;2;1;50001;9;30005;2;9;88;49;2;29;1;-99;-1;1;1330;-1.30757637490741;-2.36444659022757
1662221;289;FULL;1;0;34560;1;1;1;1;14;3;5;164;10;7;60;34;-1;2;0;380008;2;1;50001;10;30002;2;10;75;54;2;5;1;-99;-1;2;1033;-1.87417637490741;0.202253409772435
1662222;989;BASIC;2;0;43365;1;1;1;7;12;3;2;220;2;7;26;2;-1;1;6;380001;1;1;50001;3;30003;2;2;160;79;2;2;1;-99;-1;1;1500;1.59242362509259;-3.96444659022756
1662223;411.76;BASIC;1;0;7600;1;1;1;1;14;1;5;192;10;7;41;24;-1;2;16;389999;2;1;50001;9;30005;3;10;110;64;2;27;1;12;-1;2;1285;1.44242362509259;3.08555340977244
1662224;404;BASIC;1;2;11005;1;1;1;2;14;1;5;173;7;7;31;7;12;2;8;380002;1;1;50001;9;30002;3;7;80;51;2;6;2;1;31;2;1170;-0.440876374907418;1.28555340977244
1662225;333;BASIC;1;0;2700;1;1;1;1;13;1;?;188;6;7;36;17;-1;2;15;389999;1;1;50001;9;30003;2;6;100;61;2;7;1;11;-1;1;1221;-1.44087637490742;0.152253409772435
1662226;306;BASIC;1;0;1300;1;1;1;1;13;3;5;176;9;7;39;20;-1;1;20;389999;2;1;50001;9;30005;2;9;88;49;2;29;1;-99;-1;1;1330;-1.30757637490741;-2.36444659022757
1662227;469;FULL;2;0;43365;1;1;1;7;12;3;2;220;2;7;26;2;-1;1;6;380001;1;1;50001;3;30003;2;2;160;79;2;2;1;-99;-1;1;1500;1.59242362509259;-3.96444659022756
1662233;289;FULL;1;0;34560;1;1;1;1;14;3;5;164;10;7;60;34;-1;2;0;380008;2;1;50001;10;30002;2;10;75;54;2;5;1;-99;-1;2;1033;-1.87417637490741;0.202253409772435
1662258;290.93;BASIC;1;0;8605;1;1;1;1;12;2;5;192;10;7;65;43;-1;2;10;389999;1;1;50001;10;30003;2;10;115;68;2;12;1;25;-1;1;1250;0.509123625092585;1.98555340977244
1662259;208;BASIC;1;0;600;1;1;1;2;13;2;5;143;6;7;74;58;-1;5;17;389999;1;1;50001;10;30001;3;6;41;47;1;18;1;-99;-1;1;640;0.992423625092584;-3.59774659022756
1662260;208;BASIC;1;0;600;1;1;1;2;13;2;5;143;6;7;74;58;-1;5;17;389999;1;1;50001;10;30001;3;6;41;47;1;18;1;-99;-1;1;640;0.992423625092584;-3.59774659022756
1662261;549;BASIC;2;0;8810;1;1;1;7;12;2;5;155;2;7;26;4;-1;1;11;380002;1;1;50001;10;30002;1;2;65;58;1;27;1;-99;-1;2;830;0.675823625092583;-2.04774659022756
1662262;295.4;BASIC;1;2;3400;1;1;1;1;13;1;?;156;10;7;35;15;11;2;17;389999;2;1;50001;10;30003;2;10;64;47;1;21;2;10;33;1;1015;0.859123625092586;-3.11444659022756
1662263;290.93;FULL;1;0;8605;1;1;1;1;12;2;5;192;10;7;65;43;-1;2;10;389999;1;1;50001;10;30003;2;10;115;68;2;12;1;25;-1;1;1250;0.509123625092585;1.98555340977244
1662264;290.93;FULL;1;0;8605;1;1;1;1;12;2;5;192;10;7;65;43;-1;2;10;389999;1;1;50001;10;30003;2;10;115;68;2;12;1;25;-1;1;1250;0.509123625092585;1.98555340977244
1662266;303.17;FULL;2;0;9230;1;1;1;1;13;2;3;168;7;7;29;11;-1;2;10;380002;1;1;50001;10;30002;3;7;80;58;2;18;1;-99;-1;2;1035;0.675823625092583;-2.04774659022756
1662267;319;FULL;1;0;6410;1;1;1;1;13;2;5;173;10;7;41;23;-1;2;11;380008;2;1;50001;9;30003;2;10;102;60;2;17;1;18;-1;1;1250;0.00912362509258458;-0.931146590227563
1662297;292.07;BASIC;1;2;23876;1;1;1;2;14;2;3;170;10;7;59;34;35;2;7;380002;1;1;50001;10;30003;2;10;97;58;2;18;2;-99;53;2;1245;0.675823625092583;-2.04774659022756
1662301;469;FULL;2;0;43365;1;1;1;7;12;3;2;220;2;7;26;2;-1;1;6;380001;1;1;50001;3;30003;2;2;160;79;2;2;1;-99;-1;1;1500;1.59242362509259;-3.96444659022756
1662302;469;FULL;2;0;43365;1;1;1;7;12;3;2;220;2;7;26;2;-1;1;6;380001;1;1;50001;3;30003;2;2;160;79;2;2;1;-99;-1;1;1500;1.59242362509259;-3.96444659022756
1662402;289;FULL;1;0;34560;1;1;1;1;14;3;5;164;10;7;60;34;-1;2;0;380008;2;1;50001;10;30002;2;10;75;54;2;5;1;-99;-1;2;1033;-1.87417637490741;0.202253409772435
1662454;280.05;BASIC;1;0;8363;1;1;1;1;12;2;5;154;10;7;58;41;-1;2;9;389999;1;1;50001;10;30001;2;10;65;52;1;18;1;-99;-1;1;929;0.709123625092587;1.95225340977244
1662461;295.4;BASIC;1;2;3400;1;1;1;1;13;1;?;156;10;7;35;15;11;2;17;389999;2;1;50001;10;30003;2;10;64;47;1;21;2;10;33;1;1015;0.859123625092586;-3.11444659022756
1662485;453;FULL;1;2;14900;1;1;1;1;12;1;5;193;10;7;30;2;1;2;8;380002;1;1;50001;9;30003;3;2;125;65;2;5;2;4;30;2;1422;0.675823625092583;-2.04774659022756
1662487;453;FULL;1;2;14900;1;1;1;1;12;1;5;193;10;7;30;2;1;2;8;380002;1;1;50001;9;30003;3;2;125;65;2;5;2;4;30;2;1422;0.675823625092583;-2.04774659022756
1662489;239;FULL;1;0;8363;1;1;1;1;12;2;5;154;10;7;58;41;-1;2;9;389999;1;1;50001;10;30001;2;10;65;52;1;18;1;-99;-1;1;929;0.709123625092587;1.95225340977244
1662490;239;FULL;1;0;8363;1;1;1;1;12;2;5;154;10;7;58;41;-1;2;9;389999;1;1;50001;10;30001;2;10;65;52;1;18;1;-99;-1;1;929;0.709123625092587;1.95225340977244
1662507;239;FULL;1;0;8363;1;1;1;1;12;2;5;154;10;7;58;41;-1;2;9;389999;1;1;50001;10;30001;2;10;65;52;1;18;1;-99;-1;1;929;0.709123625092587;1.95225340977244
1662511;494;BASIC;1;0;842600;1;1;1;1;12;3;4;320;10;8;57;35;?;?;0;380002;1;1;50003;1;30007;2;10;625;186;2;18;1;-99;-1;2;2475;-0.840076374907419;-3.28914659022756
1662512;333;BASIC;2;0;8475;1;1;1;1;14;2;5;150;10;7;50;22;-1;6;10;389999;1;1;50001;10;30001;2;10;54;48;1;18;1;23;-1;1;840;0.292423625092582;1.93555340977244
1662529;458;BASIC;1;0;14210;1;1;1;1;14;1;5;178;10;7;41;24;-1;2;8;389999;1;1;50001;10;30003;3;10;90;54;2;27;1;12;-1;2;1230;0.292423625092582;1.05225340977244
1662535;369;FULL;1;0;9500;1;1;1;1;14;2;5;181;5;7;33;7;-1;1;12;389999;2;1;50001;5;30005;2;5;115;52;2;15;1;-99;-1;1;1666;2.37582362509259;-0.0977465902275654
1662536;369;FULL;1;0;9500;1;1;1;1;14;2;5;181;5;7;33;7;-1;1;12;389999;2;1;50001;5;30005;2;5;115;52;2;15;1;-99;-1;1;1666;2.37582362509259;-0.0977465902275654
1662538;378;BASIC;1;0;9500;1;1;1;1;14;2;5;181;5;7;33;7;-1;1;12;389999;2;1;50001;5;30005;2;5;115;52;2;15;1;-99;-1;1;1666;2.37582362509259;-0.0977465902275654
1662539;458;FULL;1;0;14210;1;1;1;1;14;1;5;178;10;7;41;24;-1;2;8;389999;1;1;50001;10;30003;3;10;90;54;2;27;1;12;-1;2;1230;0.292423625092582;1.05225340977244
1662540;349;FULL;1;0;8122;1;1;1;1;14;1;5;185;10;7;41;24;-1;2;10;389999;1;1;50001;10;30003;3;10;100;64;2;27;1;12;-1;2;1167;1.67582362509258;-4.43114659022756
1662541;509;FULL;1;0;11000;2;1;2;2;12;3;5;198;10;7;75;54;-1;2;14;389999;2;1;50001;9;30005;2;10;115;65;2;32;1;-99;-1;1;1315;1.40912362509258;-1.01444659022756
1662542;509;FULL;1;0;11000;2;1;2;2;12;3;5;198;10;7;75;54;-1;2;14;389999;2;1;50001;9;30005;2;10;115;65;2;32;1;-99;-1;1;1315;1.40912362509258;-1.01444659022756
1662543;349;FULL;1;0;8122;1;1;1;1;14;1;5;185;10;7;41;24;-1;2;10;389999;1;1;50001;10;30003;3;10;100;64;2;27;1;12;-1;2;1167;1.67582362509258;-4.43114659022756
1662545;338;BASIC;1;0;14563;1;1;1;1;14;1;5;182;9;7;31;13;-1;2;6;380002;1;1;50001;10;30002;2;9;100;64;2;27;1;2;-1;1;1160;-1.42417637490742;-0.231146590227564
1662546;319;FULL;1;0;14563;1;1;1;1;14;1;5;182;9;7;31;13;-1;2;6;380002;1;1;50001;10;30002;2;9;100;64;2;27;1;2;-1;1;1160;-1.42417637490742;-0.231146590227564
1662562;583;BASIC;1;0;14730;2;1;2;2;13;2;5;225;7;7;29;5;-1;1;12;389999;2;1;50001;9;30005;3;5;163;77;2;16;1;8;-1;1;1560;-0.124176374907414;-1.48114659022756
1662563;278.5;FULL;2;0;5600;1;1;1;1;13;2;5;158;5;7;34;16;-1;2;12;389999;1;1;50001;10;30002;2;5;60;49;1;15;1;-99;-1;2;910;0.492423625092584;-2.64774659022756
1662566;292.07;FULL;1;2;23876;1;1;1;2;14;2;3;170;10;7;59;34;35;2;7;380002;1;1;50001;10;30003;2;10;97;58;2;18;2;-99;53;2;1245;0.675823625092583;-2.04774659022756
1662567;278.5;FULL;2;0;5600;1;1;1;1;13;2;5;158;5;7;34;16;-1;2;12;389999;1;1;50001;10;30002;2;5;60;49;1;15;1;-99;-1;2;910;0.492423625092584;-2.64774659022756
1662568;643;BASIC;1;0;2100;1;1;1;-1;13;2;?;170;-1;7;30;6;-1;1;16;389999;1;1;50001;10;30002;3;0;74;58;2;-99;1;-99;-1;4;935;2.95912362509259;-0.597746590227565
1662570;586.4;FULL;1;0;9700;1;1;1;1;14;1;5;202;10;7;41;24;-1;2;13;389999;1;1;50002;9;30005;3;10;118;64;2;27;1;12;-1;2;1365;-0.124176374907414;-2.14774659022756
1662598;479;BASIC;1;1;16822;1;1;1;1;14;3;5;190;10;7;54;31;2;2;9;389999;1;1;50001;10;30003;3;10;102;60;2;29;2;-99;21;1;1255;-0.490876374907415;3.55225340977244
1662637;319;FULL;1;0;14563;1;1;1;1;14;1;5;182;9;7;31;13;-1;2;6;380002;1;1;50001;10;30002;2;9;100;64;2;27;1;2;-1;1;1160;-1.42417637490742;-0.231146590227564
1662639;319;FULL;1;0;14563;1;1;1;1;14;1;5;182;9;7;31;13;-1;2;6;380002;1;1;50001;10;30002;2;9;100;64;2;27;1;2;-1;1;1160;-1.42417637490742;-0.231146590227564
1662640;319;FULL;1;0;14563;1;1;1;1;14;1;5;182;9;7;31;13;-1;2;6;380002;1;1;50001;10;30002;2;9;100;64;2;27;1;2;-1;1;1160;-1.42417637490742;-0.231146590227564
1662645;459;FULL;1;1;16822;1;1;1;1;14;3;5;190;10;7;54;31;2;2;9;389999;1;1;50001;10;30003;3;10;102;60;2;29;2;-99;21;1;1255;-0.490876374907415;3.55225340977244
1662646;460;FULL;1;0;17487;1;1;1;1;14;2;5;180;10;7;31;8;-1;1;8;389999;2;1;50001;10;30003;3;8;90;56;2;18;1;-99;-1;2;1190;2.28632362509259;3.47915340977244
1662653;387;FULL;1;0;12905;2;2;2;4;14;1;4;193;7;7;39;17;-1;2;11;389999;2;1;50001;1;30003;2;7;110;66;2;27;1;12;-1;2;1241;-0.640876374907414;-1.98114659022756
1662655;460;BASIC;1;0;17487;1;1;1;1;14;2;5;180;10;7;31;8;-1;1;8;389999;2;1;50001;10;30003;3;8;90;56;2;18;1;-99;-1;2;1190;2.28632362509259;3.47915340977244
1662656;459;FULL;1;1;16822;1;1;1;1;14;3;5;190;10;7;54;31;2;2;9;389999;1;1;50001;10;30003;3;10;102;60;2;29;2;-99;21;1;1255;-0.490876374907415;3.55225340977244
1662658;459;FULL;1;1;16822;1;1;1;1;14;3;5;190;10;7;54;31;2;2;9;389999;1;1;50001;10;30003;3;10;102;60;2;29;2;-99;21;1;1255;-0.490876374907415;3.55225340977244
1662659;385;BASIC;1;0;15400;1;1;1;1;13;3;4;190;7;7;26;8;-1;1;12;389999;1;1;50001;1;30005;3;7;102;61;2;27;1;-99;-1;2;1245;2.60912362509259;-0.347746590227565
1662660;460;FULL;1;0;17487;1;1;1;1;14;2;5;180;10;7;31;8;-1;1;8;389999;2;1;50001;10;30003;3;8;90;56;2;18;1;-99;-1;2;1190;2.28632362509259;3.47915340977244
1662661;387;FULL;1;0;12905;2;2;2;4;14;1;4;193;7;7;39;17;-1;2;11;389999;2;1;50001;1;30003;2;7;110;66;2;27;1;12;-1;2;1241;-0.640876374907414;-1.98114659022756
1662664;387.88;BASIC;1;0;9700;1;1;1;1;13;2;5;202;10;7;44;27;-1;2;13;389999;1;1;50002;9;30005;2;10;118;64;2;16;1;12;-1;1;1365;0.509123625092585;1.98555340977244
1662665;395;BASIC;2;0;4500;1;1;1;7;12;2;3;155;2;7;29;8;-1;1;13;389999;1;1;50001;10;30002;1;2;58;44;1;27;1;-99;-1;2;980;0.509123625092585;1.98555340977244
1662680;365;BASIC;2;0;14161;1;1;1;1;13;1;5;180;10;7;35;17;-1;2;9;389999;2;1;50001;9;30003;3;10;100;54;2;27;1;-99;-1;1;1393;1.20912362509259;-1.08114659022756
1662682;477;FULL;2;2;10802;1;1;1;1;12;2;3;157;10;7;55;32;1;2;7;389999;1;1;59999;10;30001;2;10;68;58;1;27;2;20;19;2;865;2.00912362509258;2.31885340977244
1662684;387.88;FULL;1;0;9700;1;1;1;1;13;2;5;202;10;7;44;27;-1;2;13;389999;1;1;50002;9;30005;2;10;118;64;2;16;1;12;-1;1;1365;0.509123625092585;1.98555340977244
1662686;387.88;FULL;1;0;9700;1;1;1;1;13;2;5;202;10;7;44;27;-1;2;13;389999;1;1;50002;9;30005;2;10;118;64;2;16;1;12;-1;1;1365;0.509123625092585;1.98555340977244
1662696;319;FULL;1;0;14563;1;1;1;1;14;1;5;182;9;7;31;13;-1;2;6;380002;1;1;50001;10;30002;2;9;100;64;2;27;1;2;-1;1;1160;-1.42417637490742;-0.231146590227564
1662746;643;BASIC;1;0;2100;1;1;1;-1;13;2;?;170;-1;7;30;6;-1;1;16;389999;1;1;50001;10;30002;3;0;74;58;2;-99;1;-99;-1;4;935;2.95912362509259;-0.597746590227565
1662753;279;FULL;2;0;14161;1;1;1;1;13;1;5;180;10;7;35;17;-1;2;9;389999;2;1;50001;9;30003;3;10;100;54;2;27;1;-99;-1;1;1393;1.20912362509259;-1.08114659022756
1662771;385;FULL;1;0;15400;1;1;1;1;13;3;4;190;7;7;26;8;-1;1;12;389999;1;1;50001;1;30005;3;7;102;61;2;27;1;-99;-1;2;1245;2.60912362509259;-0.347746590227565
1662772;477;FULL;2;2;10802;1;1;1;1;12;2;3;157;10;7;55;32;1;2;7;389999;1;1;59999;10;30001;2;10;68;58;1;27;2;20;19;2;865;2.00912362509258;2.31885340977244
1662777;303.17;BASIC;2;0;9230;1;1;1;1;13;2;3;168;7;7;29;11;-1;2;10;380002;1;1;50001;10;30002;3;7;80;58;2;18;1;-99;-1;2;1035;0.675823625092583;-2.04774659022756
1662789;1255;BASIC;2;0;17507;1;1;1;-1;12;2;3;185;-1;7;22;0;-1;1;10;389999;1;1;50001;10;30003;4;0;102;63;2;-99;1;-99;-1;4;1205;-1.70757637490742;2.65225340977243
1662793;1255;FULL;2;0;17507;1;1;1;-1;12;2;3;185;-1;7;22;0;-1;1;10;389999;1;1;50001;10;30003;4;0;102;63;2;-99;1;-99;-1;4;1205;-1.70757637490742;2.65225340977243
1662795;247;FULL;1;0;3700;1;1;1;1;13;2;3;140;3;7;30;8;-1;2;12;389999;1;1;50001;10;30001;2;3;41;38;1;27;1;-99;-1;1;805;0.992423625092584;-4.33114659022756
1662797;279;FULL;2;0;14161;1;1;1;1;13;1;5;180;10;7;35;17;-1;2;9;389999;2;1;50001;9;30003;3;10;100;54;2;27;1;-99;-1;1;1393;1.20912362509259;-1.08114659022756
1662799;437;BASIC;1;0;1600;1;1;1;5;15;2;?;150;3;7;26;7;-1;1;17;389999;1;1;50001;10;30002;3;3;68;56;1;32;1;-99;-1;1;897;-0.590876374907417;-3.99774659022756
1662800;437;BASIC;1;0;1600;1;1;1;5;15;2;?;150;3;7;26;7;-1;1;17;389999;1;1;50001;10;30002;3;3;68;56;1;32;1;-99;-1;1;897;-0.590876374907417;-3.99774659022756
1662896;250;BASIC;2;1;10100;1;1;1;1;12;1;5;155;10;7;42;21;21;2;9;380002;1;1;50001;10;30002;2;10;65;58;1;15;2;12;38;1;830;-1.27417637490741;-1.68114659022756
1662942;423;BASIC;2;0;12443;1;1;1;1;13;2;5;178;4;8;28;4;-1;1;11;389999;2;1;50001;9;30005;2;4;100;51;2;16;1;-99;-1;2;1459;-1.57417637490742;-1.01444659022756
1662963;321;FULL;1;0;20067;1;1;1;1;13;1;5;185;7;7;37;17;-1;2;6;380008;2;1;50001;9;30003;2;7;110;54;2;7;1;5;-1;2;1495;1.39242362509258;4.13555340977243
1662968;321;FULL;1;0;20067;1;1;1;1;13;1;5;185;7;7;37;17;-1;2;6;380008;2;1;50001;9;30003;2;7;110;54;2;7;1;5;-1;2;1495;1.39242362509258;4.13555340977243
1662979;655;BASIC;1;0;11017;1;1;1;6;13;3;3;195;1;7;30;4;-1;1;8;380002;1;1;50001;10;30003;2;1;120;70;2;2;1;-99;-1;1;1275;-1.39087637490741;-0.0477465902275647
1662981;445.98;FULL;1;0;29058;1;1;1;3;13;2;4;209;2;7;30;13;-1;2;6;380009;2;1;50001;1;30005;3;2;140;71;2;27;1;1;-1;1;1454;1.59242362509259;-3.96444659022756
1662998;499;FULL;1;0;11017;1;1;1;6;13;3;3;195;1;7;30;4;-1;1;8;380002;1;1;50001;10;30003;2;1;120;70;2;2;1;-99;-1;1;1275;-1.39087637490741;-0.0477465902275647
1662999;499;FULL;1;0;11017;1;1;1;6;13;3;3;195;1;7;30;4;-1;1;8;380002;1;1;50001;10;30003;2;1;120;70;2;2;1;-99;-1;1;1275;-1.39087637490741;-0.0477465902275647
1663050;466.94;BASIC;2;0;20748;2;1;2;1;12;2;5;203;5;8;34;6;-1;1;9;380009;2;1;50001;9;30005;3;5;140;68;2;18;1;-99;-1;1;1532;1.29242362509258;-0.414446590227563
1663051;250;FULL;2;1;10100;1;1;1;1;12;1;5;155;10;7;42;21;21;2;9;380002;1;1;50001;10;30002;2;10;65;58;1;15;2;12;38;1;830;-1.27417637490741;-1.68114659022756
1663056;517;BASIC;2;0;6500;1;1;1;1;12;3;5;190;4;7;43;4;-1;2;17;389999;1;1;50007;9;30007;2;4;190;67;2;27;1;19;-1;2;2090;2.60912362509259;-0.347746590227565
1663089;499;FULL;1;0;11017;1;1;1;6;13;3;3;195;1;7;30;4;-1;1;8;380002;1;1;50001;10;30003;2;1;120;70;2;2;1;-99;-1;1;1275;-1.39087637490741;-0.0477465902275647
1663092;250;BASIC;2;0;0;1;1;1;1;13;3;3;147;5;7;28;7;-1;2;17;389999;1;1;50001;10;30001;2;5;50;40;1;17;1;-99;-1;1;946;-1.69087637490742;2.98555340977244
1663094;445.98;FULL;1;0;29058;1;1;1;3;13;2;4;209;2;7;30;13;-1;2;6;380009;2;1;50001;1;30005;3;2;140;71;2;27;1;1;-1;1;1454;1.59242362509259;-3.96444659022756
1663095;456.7;FULL;1;0;14300;1;1;1;1;13;3;5;250;8;7;64;46;-1;2;13;389999;1;1;50002;9;30006;2;8;286;116;2;27;1;20;-1;2;1815;-0.574176374907417;-0.997746590227564
1663098;456.7;FULL;1;0;14300;1;1;1;1;13;3;5;250;8;7;64;46;-1;2;13;389999;1;1;50002;9;30006;2;8;286;116;2;27;1;20;-1;2;1815;-0.574176374907417;-0.997746590227564
1663101;250;BASIC;2;0;0;1;1;1;1;13;3;3;147;5;7;28;7;-1;2;17;389999;1;1;50001;10;30001;2;5;50;40;1;17;1;-99;-1;1;946;-1.69087637490742;2.98555340977244
1663102;1099;FULL;2;0;3900;1;1;1;-1;14;3;5;142;-1;7;20;0;-1;1;13;389999;1;1;50001;10;30001;3;0;55;57;1;-99;1;-99;-1;4;714;-1.45757637490742;-0.764446590227564
1663108;445.98;FULL;1;0;29058;1;1;1;3;13;2;4;209;2;7;30;13;-1;2;6;380009;2;1;50001;1;30005;3;2;140;71;2;27;1;1;-1;1;1454;1.59242362509259;-3.96444659022756
1663109;591;FULL;1;1;17357;1;1;1;7;12;1;5;210;10;7;58;38;1;2;6;380008;2;1;50001;9;30005;2;10;150;69;2;18;2;20;19;2;1600;2.42582362509258;0.368853409772434
1663142;380.71;BASIC;2;0;24750;1;1;1;1;13;3;5;179;10;8;49;32;-1;2;6;380009;2;1;50001;9;30003;2;10;105;51;2;27;1;-99;-1;1;1526;-2.00757637490742;0.0522534097724368
1663153;517;BASIC;2;0;6500;1;1;1;1;12;3;5;190;4;7;43;4;-1;2;17;389999;1;1;50007;9;30007;2;4;190;67;2;27;1;19;-1;2;2090;2.60912362509259;-0.347746590227565
1663154;250;FULL;2;1;10100;1;1;1;1;12;1;5;155;10;7;42;21;21;2;9;380002;1;1;50001;10;30002;2;10;65;58;1;15;2;12;38;1;830;-1.27417637490741;-1.68114659022756
1663155;1259;FULL;1;0;6936;1;1;1;-1;12;3;3;183;-1;7;28;0;-1;1;10;389999;2;1;50001;10;30003;3;0;100;59;2;-99;1;-99;-1;4;1260;-0.540876374907413;-2.81444659022756
1663156;466.94;FULL;2;0;20748;2;1;2;1;12;2;5;203;5;8;34;6;-1;1;9;380009;2;1;50001;9;30005;3;5;140;68;2;18;1;-99;-1;1;1532;1.29242362509258;-0.414446590227563
1663157;1259;FULL;1;0;6936;1;1;1;-1;12;3;3;183;-1;7;28;0;-1;1;10;389999;2;1;50001;10;30003;3;0;100;59;2;-99;1;-99;-1;4;1260;-0.540876374907413;-2.81444659022756
1663158;466.94;FULL;2;0;20748;2;1;2;1;12;2;5;203;5;8;34;6;-1;1;9;380009;2;1;50001;9;30005;3;5;140;68;2;18;1;-99;-1;1;1532;1.29242362509258;-0.414446590227563
1663159;466.94;FULL;2;0;20748;2;1;2;1;12;2;5;203;5;8;34;6;-1;1;9;380009;2;1;50001;9;30005;3;5;140;68;2;18;1;-99;-1;1;1532;1.29242362509258;-0.414446590227563
1663171;1017;BASIC;1;0;600;1;1;1;-1;13;2;5;143;-1;7;20;0;-1;1;17;389999;1;1;50001;10;30001;3;0;41;47;1;-99;1;-99;-1;4;640;0.342423625092586;2.01885340977244
1663255;442.32;BASIC;1;0;5900;1;1;1;1;14;1;5;170;10;7;30;12;-1;2;12;389999;1;1;50001;10;30002;3;10;75;58;2;27;1;12;-1;2;950;-2.04087637490741;1.41885340977244
1663362;442.32;FULL;1;0;5900;1;1;1;1;14;1;5;170;10;7;30;12;-1;2;12;389999;1;1;50001;10;30002;3;10;75;58;2;27;1;12;-1;2;950;-2.04087637490741;1.41885340977244
1663363;442.32;FULL;1;0;5900;1;1;1;1;14;1;5;170;10;7;30;12;-1;2;12;389999;1;1;50001;10;30002;3;10;75;58;2;27;1;12;-1;2;950;-2.04087637490741;1.41885340977244
1663366;664;BASIC;2;0;4300;1;1;1;7;12;2;5;193;2;7;25;7;-1;1;17;389999;2;1;50001;10;30003;1;2;110;64;2;27;1;-99;-1;2;1270;2.29242362509258;-0.347746590227565
1663368;578;BASIC;1;0;11300;1;1;1;1;13;1;2;236;10;7;42;24;-1;2;15;389999;1;1;50002;6;30005;2;10;193;102;2;18;1;18;-1;1;1395;0.509123625092585;1.98555340977244
1663369;639;BASIC;2;0;4300;1;1;1;7;12;2;5;193;2;7;25;7;-1;1;17;389999;2;1;50001;10;30003;1;2;110;64;2;27;1;-99;-1;2;1270;2.29242362509258;-0.347746590227565
1663385;407;BASIC;1;0;6100;1;1;1;1;13;2;4;215;7;7;25;7;?;?;15;389999;1;1;50001;1;30005;3;7;136;78;2;27;1;1;-1;1;1285;-0.990876374907415;1.61885340977243
1663415;388;FULL;1;0;23912;1;1;1;1;15;2;5;224;10;7;32;14;-1;2;8;380009;2;1;50001;9;30005;2;10;180;83;2;2;1;1;-1;1;1600;0.659123625092583;3.23555340977244
1663443;469;BASIC;1;0;7600;1;1;1;1;14;1;5;192;10;7;30;12;-1;2;16;389999;2;1;50001;9;30005;3;10;110;64;2;27;1;12;-1;2;1285;0.325823625092582;-4.09774659022756
1663446;359;BASIC;1;0;1800;1;1;1;1;14;1;?;158;10;7;40;23;-1;2;19;389999;1;1;50001;9;30005;2;10;98;46;1;32;1;12;-1;1;1590;0.0924236250925858;1.91885340977244
1663475;269;FULL;2;0;24750;1;1;1;1;13;3;5;179;10;8;49;32;-1;2;6;380009;2;1;50001;9;30003;2;10;105;51;2;27;1;-99;-1;1;1526;-2.00757637490742;0.0522534097724368
