Id;Response_Market_Index;PROD_Formula;PER_sex;PER_Sex_Second_Driver;VEH_Actual_Value;CLA_HISTORY;CLA_HISTORY_1Y;CLA_HISTORY_3Y;CLA_BM_TPL_DECLARED;BEH_Mileage;PER_KIDS_ON_BOARD_ID;VEH_Number_of_doors;VEH_Top_Speed;BEH_Number_Year_Insured;VEH_TransmissionId;PER_Age_Main_Driver;PER_License_Age_Main_Driver;PER_License_Age_Second_Driver;PER_Matrimonial_Status;VEH_Age;VEH_Injection_Mode;VEH_fuel_type;BEH_vehicule_usage;VEH_Drive_type;VEH_Body;VEH_Segment;PER_Parking_Type;CLA_BM;VEH_engine_HP;VEH_pw_proportion;VEH_High_Risk_Vehicle;PER_previous_insurer;PER_Is_second_driver;PER_Age_oldest_child;PER_Second_Driver_Age;PER_Insured_Before;VEH_Weight;GEO_Lat;GEO_Long
1667987;1558;BASIC;1;0;73513;1;1;1;-1;13;1;5;244;-1;8;40;10;-1;2;7;?;1;1;50005;9;30006;3;0;350;115;2;-99;1;1;-1;4;2240;0.359123625092586;1.78555340977244
1667988;1148;FULL;1;0;68653;1;1;1;-1;15;3;5;250;-1;7;27;0;?;?;5;?;2;1;50003;9;30005;4;0;240;104;2;-99;1;-99;-1;4;1695;-0.974176374907415;-2.73114659022756
1667989;971.75;FULL;1;0;21202;1;1;1;-1;12;3;5;180;-1;7;41;14;-1;1;9;?;2;1;50004;9;30005;1;0;136;66;2;-99;1;-99;-1;4;1520;-1.65757637490741;0.902253409772435
1667990;322;BASIC;1;0;5325;1;1;1;1;14;2;5;198;7;7;29;10;-1;1;15;?;1;1;50001;9;30003;2;7;115;77;2;12;1;4;-1;1;1115;2.60912362509259;-0.647746590227563
1667993;381;BASIC;2;0;2500;1;1;1;1;13;2;?;156;10;7;23;3;-1;1;19;?;1;1;50001;10;30002;2;3;55;48;1;27;1;-99;-1;1;850;0.459123625092587;1.83555340977244
1667994;299;FULL;1;2;33300;1;1;1;1;14;1;5;195;10;7;43;25;2;2;4;?;2;1;50001;9;30003;2;10;130;63;2;2;2;14;41;1;1530;0.00912362509258458;0.452253409772435
1667995;299;FULL;1;2;33300;1;1;1;1;14;1;5;195;10;7;43;25;2;2;4;?;2;1;50001;9;30003;2;10;130;63;2;2;2;14;41;1;1530;0.00912362509258458;0.452253409772435
1667997;299;FULL;1;2;33300;1;1;1;1;14;1;5;195;10;7;43;25;2;2;4;?;2;1;50001;9;30003;2;10;130;63;2;2;2;14;41;1;1530;0.00912362509258458;0.452253409772435
1667998;299;FULL;1;2;33300;1;1;1;1;14;1;5;195;10;7;43;25;2;2;4;?;2;1;50001;9;30003;2;10;130;63;2;2;2;14;41;1;1530;0.00912362509258458;0.452253409772435
1668045;399.5;BASIC;1;0;9300;1;1;1;1;12;2;5;220;7;7;56;36;-1;2;16;?;1;1;50001;9;30006;2;7;165;81;2;21;1;22;-1;1;1505;0.00912362509258458;0.452253409772435
1668138;1209;FULL;1;0;73513;1;1;1;-1;13;1;5;244;-1;8;40;10;-1;2;7;?;1;1;50005;9;30006;3;0;350;115;2;-99;1;1;-1;4;2240;0.359123625092586;1.78555340977244
1668140;971.75;FULL;1;0;21202;1;1;1;-1;12;3;5;180;-1;7;41;14;-1;1;9;?;2;1;50004;9;30005;1;0;136;66;2;-99;1;-99;-1;4;1520;-1.65757637490741;0.902253409772435
1668146;443.96;BASIC;1;0;7600;1;1;1;1;14;1;5;192;10;7;30;12;?;?;16;?;2;1;50001;9;30005;3;10;110;64;2;27;1;12;-1;2;1285;-0.840076374907419;-3.28914659022756
1668147;399.5;BASIC;1;0;9300;1;1;1;1;12;2;5;220;7;7;56;36;-1;2;16;?;1;1;50001;9;30006;2;7;165;81;2;21;1;22;-1;1;1505;0.00912362509258458;0.452253409772435
1668148;443.96;BASIC;1;0;7600;1;1;1;1;14;1;5;192;10;7;30;12;?;?;16;?;2;1;50001;9;30005;3;10;110;64;2;27;1;12;-1;2;1285;-0.840076374907419;-3.28914659022756
1668149;319;FULL;1;2;7100;1;1;1;1;12;1;5;197;7;7;36;18;10;2;13;?;2;1;50001;9;30005;2;7;120;65;2;29;2;9;31;2;1365;0.492423625092584;1.83555340977244
1668150;319;FULL;1;2;7100;1;1;1;1;12;1;5;197;7;7;36;18;10;2;13;?;2;1;50001;9;30005;2;7;120;65;2;29;2;9;31;2;1365;0.492423625092584;1.83555340977244
1668151;362;BASIC;1;2;7100;1;1;1;1;12;1;5;197;7;7;36;18;10;2;13;?;2;1;50001;9;30005;2;7;120;65;2;29;2;9;31;2;1365;0.492423625092584;1.83555340977244
1668152;649;FULL;1;0;15477;1;1;1;7;14;1;5;208;0;7;34;10;-1;5;8;?;1;1;50001;10;30005;2;0;140;74;2;21;1;-99;-1;1;1395;0.509123625092585;1.98555340977244
1668154;396;BASIC;1;0;5200;1;1;1;1;14;2;5;190;4;7;27;8;-1;1;16;?;1;1;50001;9;30003;2;4;114;71;2;21;1;-99;-1;1;1190;0.359123625092586;1.78555340977244
1668208;663.48;BASIC;1;0;15477;1;1;1;7;14;1;5;208;0;7;34;10;-1;5;8;?;1;1;50001;10;30005;2;0;140;74;2;21;1;-99;-1;1;1395;0.509123625092585;1.98555340977244
1668231;366;FULL;1;0;21559;1;1;1;1;13;2;5;170;9;7;39;19;-1;5;5;?;2;1;50001;10;30002;3;9;75;48;2;16;1;14;-1;2;1157;1.09242362509259;0.185553409772435
1668232;366;FULL;1;0;21559;1;1;1;1;13;2;5;170;9;7;39;19;-1;5;5;?;2;1;50001;10;30002;3;9;75;48;2;16;1;14;-1;2;1157;1.09242362509259;0.185553409772435
1668233;366;FULL;1;0;21559;1;1;1;1;13;2;5;170;9;7;39;19;-1;5;5;?;2;1;50001;10;30002;3;9;75;48;2;16;1;14;-1;2;1157;1.09242362509259;0.185553409772435
1668258;879;FULL;2;0;4600;1;1;1;-1;13;2;5;170;-1;7;21;2;-1;1;14;?;1;1;50001;10;30002;2;0;75;58;2;-99;1;-99;-1;4;950;2.32582362509258;-0.281146590227564
1668261;366;FULL;1;0;21559;1;1;1;1;13;2;5;170;9;7;39;19;-1;5;5;?;2;1;50001;10;30002;3;9;75;48;2;16;1;14;-1;2;1157;1.09242362509259;0.185553409772435
1668263;414.2;FULL;1;0;90000;1;1;1;1;13;3;5;215;1;7;28;10;-1;1;0;?;2;1;50004;10;30003;1;1;150;77;2;6;1;-99;-1;2;1433;0.509123625092585;1.98555340977244
1668297;414.2;BASIC;1;0;90000;1;1;1;1;13;3;5;215;1;7;28;10;-1;1;0;?;2;1;50004;10;30003;1;1;150;77;2;6;1;-99;-1;2;1433;0.509123625092585;1.98555340977244
1668298;537;FULL;1;0;62425;11;2;11;1;14;1;5;191;10;8;37;19;-1;2;3;?;2;1;50007;9;30005;3;10;183;73;2;18;1;4;-1;2;1853;0.225823625092588;1.13555340977243
1668299;414.2;FULL;1;0;90000;1;1;1;1;13;3;5;215;1;7;28;10;-1;1;0;?;2;1;50004;10;30003;1;1;150;77;2;6;1;-99;-1;2;1433;0.509123625092585;1.98555340977244
1668300;537;BASIC;1;0;62425;11;2;11;1;14;1;5;191;10;8;37;19;-1;2;3;?;2;1;50007;9;30005;3;10;183;73;2;18;1;4;-1;2;1853;0.225823625092588;1.13555340977243
1668377;280.05;BASIC;1;0;13755;1;1;1;1;12;3;5;162;6;7;30;7;-1;2;8;?;1;1;50001;10;30002;2;6;64;43;2;7;1;-99;-1;1;1100;2.42582362509258;0.368853409772434
1668378;408.73;BASIC;1;0;16692;1;1;1;1;14;1;5;204;9;7;39;20;-1;2;7;?;2;1;50001;9;30003;2;9;150;76;2;21;1;10;-1;1;1465;0.192423625092587;-3.51444659022756
1668379;424;BASIC;1;1;5800;1;1;1;1;13;2;3;208;10;7;51;33;4;2;15;?;1;1;50001;10;30003;2;10;136;88;2;29;2;25;22;1;1140;-0.607576374907417;3.98555340977244
1668380;359;BASIC;1;0;2700;1;1;1;2;13;1;?;191;6;7;27;8;-1;2;19;?;1;1;50001;10;30003;4;6;114;71;2;27;1;2;-1;1;1190;0.275823625092585;-2.48114659022756
1668381;280.05;FULL;1;0;13755;1;1;1;1;12;3;5;162;6;7;30;7;-1;2;8;?;1;1;50001;10;30002;2;6;64;43;2;7;1;-99;-1;1;1100;2.42582362509258;0.368853409772434
1668382;280.05;FULL;1;0;13755;1;1;1;1;12;3;5;162;6;7;30;7;-1;2;8;?;1;1;50001;10;30002;2;6;64;43;2;7;1;-99;-1;1;1100;2.42582362509258;0.368853409772434
1668383;329;BASIC;1;0;2700;1;1;1;2;13;1;?;191;6;7;27;8;-1;2;19;?;1;1;50001;10;30003;4;6;114;71;2;27;1;2;-1;1;1190;0.275823625092585;-2.48114659022756
1668408;280.05;FULL;1;0;13755;1;1;1;1;12;3;5;162;6;7;30;7;-1;2;8;?;1;1;50001;10;30002;2;6;64;43;2;7;1;-99;-1;1;1100;2.42582362509258;0.368853409772434
1668410;424;BASIC;1;1;5800;1;1;1;1;13;2;3;208;10;7;51;33;4;2;15;?;1;1;50001;10;30003;2;10;136;88;2;29;2;25;22;1;1140;-0.607576374907417;3.98555340977244
1668411;408.73;FULL;1;0;16692;1;1;1;1;14;1;5;204;9;7;39;20;-1;2;7;?;2;1;50001;9;30003;2;9;150;76;2;21;1;10;-1;1;1465;0.192423625092587;-3.51444659022756
1668415;408.73;FULL;1;0;16692;1;1;1;1;14;1;5;204;9;7;39;20;-1;2;7;?;2;1;50001;9;30003;2;9;150;76;2;21;1;10;-1;1;1465;0.192423625092587;-3.51444659022756
1668473;866;BASIC;1;2;18652;1;1;1;5;14;1;4;203;2;7;33;4;3;1;10;?;2;1;50002;1;30005;2;2;116;57;2;5;2;4;31;1;1505;-1.17417637490742;0.552253409772437
1668531;460;BASIC;1;0;34985;1;1;1;1;13;3;5;222;10;7;53;33;-1;2;6;?;2;1;50001;9;30005;2;10;170;83;2;29;1;-99;-1;2;1510;-1.44087637490742;-0.0477465902275647
1668543;419;FULL;1;0;34985;1;1;1;1;13;3;5;222;10;7;53;33;-1;2;6;?;2;1;50001;9;30005;2;10;170;83;2;29;1;-99;-1;2;1510;-1.44087637490742;-0.0477465902275647
1668544;384;BASIC;1;0;8600;1;1;1;1;14;3;4;216;10;7;23;4;-1;1;17;?;1;1;50001;1;30006;2;4;150;79;2;18;1;-99;-1;1;1405;2.60912362509259;-0.347746590227565
1668545;384;BASIC;1;0;8600;1;1;1;1;14;3;4;216;10;7;23;4;-1;1;17;?;1;1;50001;1;30006;2;4;150;79;2;18;1;-99;-1;1;1405;2.60912362509259;-0.347746590227565
1668546;354.07;BASIC;1;0;5900;1;1;1;1;15;2;5;185;10;7;49;31;-1;2;13;?;1;1;50001;9;30003;2;10;100;66;2;16;1;25;-1;1;1122;1.67582362509258;-4.43114659022756
1668547;354.07;FULL;1;0;5900;1;1;1;1;15;2;5;185;10;7;49;31;-1;2;13;?;1;1;50001;9;30003;2;10;100;66;2;16;1;25;-1;1;1122;1.67582362509258;-4.43114659022756
1668548;686;FULL;1;0;26137;1;1;1;1;14;1;4;245;7;7;42;18;-1;1;11;?;2;1;50002;1;30006;3;7;218;96;2;27;1;8;-1;2;1670;-1.65757637490741;0.902253409772435
1668550;686;BASIC;1;0;26137;1;1;1;1;14;1;4;245;7;7;42;18;-1;1;11;?;2;1;50002;1;30006;3;7;218;96;2;27;1;8;-1;2;1670;-1.65757637490741;0.902253409772435
1668571;319.94;BASIC;1;2;50844;1;1;1;1;14;1;5;190;10;7;35;17;8;2;0;?;1;1;50001;9;30003;2;10;110;61;2;2;2;7;34;2;1342;-1.44087637490742;-0.0477465902275647
1668590;373;FULL;1;2;10100;1;1;1;1;13;2;5;196;10;7;41;24;20;2;11;?;2;1;50001;9;30005;2;10;136;65;2;29;2;19;38;1;1540;0.192423625092587;-3.51444659022756
1668602;259;FULL;1;2;50844;1;1;1;1;14;1;5;190;10;7;35;17;8;2;0;?;1;1;50001;9;30003;2;10;110;61;2;2;2;7;34;2;1342;-1.44087637490742;-0.0477465902275647
1668604;259;FULL;1;2;50844;1;1;1;1;14;1;5;190;10;7;35;17;8;2;0;?;1;1;50001;9;30003;2;10;110;61;2;2;2;7;34;2;1342;-1.44087637490742;-0.0477465902275647
1668625;879;FULL;2;0;4600;1;1;1;-1;13;2;5;170;-1;7;21;2;-1;1;14;?;1;1;50001;10;30002;2;0;75;58;2;-99;1;-99;-1;4;950;2.32582362509258;-0.281146590227564
1668626;470;BASIC;1;0;5500;1;1;1;3;14;1;5;200;0;7;34;4;-1;2;14;?;1;1;50001;9;30003;3;0;122;67;2;21;1;8;-1;1;1355;2.32582362509258;-3.74774659022756
1668628;537;FULL;1;0;62425;11;2;11;1;14;1;5;191;10;8;37;19;-1;2;3;?;2;1;50007;9;30005;3;10;183;73;2;18;1;4;-1;2;1853;0.225823625092588;1.13555340977243
1668629;521.13;BASIC;1;0;5500;1;1;1;1;14;1;5;177;10;7;30;12;-1;2;13;?;2;1;50001;9;30005;3;10;90;47;2;27;1;12;-1;2;1420;0.00912362509258458;0.452253409772435
1668632;419;FULL;1;0;34985;1;1;1;1;13;3;5;222;10;7;53;33;-1;2;6;?;2;1;50001;9;30005;2;10;170;83;2;29;1;-99;-1;2;1510;-1.44087637490742;-0.0477465902275647
1668633;419;FULL;1;0;34985;1;1;1;1;13;3;5;222;10;7;53;33;-1;2;6;?;2;1;50001;9;30005;2;10;170;83;2;29;1;-99;-1;2;1510;-1.44087637490742;-0.0477465902275647
1668634;419;FULL;1;0;34985;1;1;1;1;13;3;5;222;10;7;53;33;-1;2;6;?;2;1;50001;9;30005;2;10;170;83;2;29;1;-99;-1;2;1510;-1.44087637490742;-0.0477465902275647
1668635;354.07;FULL;1;0;5900;1;1;1;1;15;2;5;185;10;7;49;31;-1;2;13;?;1;1;50001;9;30003;2;10;100;66;2;16;1;25;-1;1;1122;1.67582362509258;-4.43114659022756
1668647;259;FULL;1;2;50844;1;1;1;1;14;1;5;190;10;7;35;17;8;2;0;?;1;1;50001;9;30003;2;10;110;61;2;2;2;7;34;2;1342;-1.44087637490742;-0.0477465902275647
1668648;259;FULL;1;2;50844;1;1;1;1;14;1;5;190;10;7;35;17;8;2;0;?;1;1;50001;9;30003;2;10;110;61;2;2;2;7;34;2;1342;-1.44087637490742;-0.0477465902275647
1668649;1007;BASIC;2;0;2000;2;2;2;4;14;2;?;167;6;7;60;5;-1;2;19;?;1;1;50001;10;30003;3;5;75;50;2;27;1;-99;-1;1;1100;0.559123625092582;2.15225340977243
1668650;333;BASIC;1;0;10900;1;1;1;7;13;1;5;188;9;7;42;13;-1;2;12;?;1;1;50001;10;30003;2;9;100;61;2;16;1;-99;-1;1;1220;0.509123625092585;1.98555340977244
1668652;468;BASIC;1;0;700;1;1;1;-1;12;2;3;142;-1;7;31;14;-1;2;23;?;1;1;50001;10;30002;3;0;50;48;1;-99;1;-99;-1;4;785;-0.240876374907415;-2.74774659022756
1668656;499;FULL;1;0;9300;1;1;1;1;15;2;5;176;10;7;67;48;-1;2;12;?;2;1;50001;5;30005;2;10;136;59;2;27;1;-99;-1;1;1710;2.60912362509259;-0.347746590227565
1668658;463;FULL;1;0;4100;2;1;2;7;14;2;5;190;5;7;25;7;-1;1;14;?;1;1;50001;10;30003;2;5;103;65;2;27;1;-99;-1;1;1175;0.0591236250925817;-3.29774659022756
1668694;1064;BASIC;1;0;22058;1;1;1;-1;14;3;5;187;-1;7;29;0;-1;2;5;?;2;1;50001;10;30003;2;0;105;59;2;-99;1;-99;-1;4;1320;0.509123625092585;1.98555340977244
1668695;552.5;BASIC;2;0;11448;11;1;2;1;13;1;4;205;10;7;28;10;-1;2;11;?;2;1;50001;1;30003;3;10;130;73;2;29;1;1;-1;2;1323;1.39242362509258;4.13555340977243
1668696;373;FULL;1;2;10100;1;1;1;1;13;2;5;196;10;7;41;24;20;2;11;?;2;1;50001;9;30005;2;10;136;65;2;29;2;19;38;1;1540;0.192423625092587;-3.51444659022756
1668698;552.5;FULL;2;0;11448;11;1;2;1;13;1;4;205;10;7;28;10;-1;2;11;?;2;1;50001;1;30003;3;10;130;73;2;29;1;1;-1;2;1323;1.39242362509258;4.13555340977243
1668699;819;FULL;1;2;18652;1;1;1;5;14;1;4;203;2;7;33;4;3;1;10;?;2;1;50002;1;30005;2;2;116;57;2;5;2;4;31;1;1505;-1.17417637490742;0.552253409772437
1668701;303.63;FULL;2;0;13575;1;1;1;1;13;3;3;157;7;7;37;7;-1;2;6;?;1;1;50001;10;30001;4;7;68;64;1;15;1;-99;-1;1;790;0.675823625092583;-2.04774659022756
1668702;303.63;FULL;2;0;13575;1;1;1;1;13;3;3;157;7;7;37;7;-1;2;6;?;1;1;50001;10;30001;4;7;68;64;1;15;1;-99;-1;1;790;0.675823625092583;-2.04774659022756
1668706;373;BASIC;1;2;10100;1;1;1;1;13;2;5;196;10;7;41;24;20;2;11;?;2;1;50001;9;30005;2;10;136;65;2;29;2;19;38;1;1540;0.192423625092587;-3.51444659022756
1668707;819;FULL;1;2;18652;1;1;1;5;14;1;4;203;2;7;33;4;3;1;10;?;2;1;50002;1;30005;2;2;116;57;2;5;2;4;31;1;1505;-1.17417637490742;0.552253409772437
1668709;303.63;FULL;2;0;13575;1;1;1;1;13;3;3;157;7;7;37;7;-1;2;6;?;1;1;50001;10;30001;4;7;68;64;1;15;1;-99;-1;1;790;0.675823625092583;-2.04774659022756
1668710;422.64;FULL;2;0;15900;1;1;1;1;14;1;5;198;3;8;27;8;-1;2;8;?;2;1;50001;9;30003;2;3;150;71;2;27;1;1;-1;1;1570;-2.08257637490742;2.91055340977244
1668724;439;BASIC;1;0;700;1;1;1;-1;12;2;3;142;-1;7;31;14;-1;2;23;?;1;1;50001;10;30002;3;0;50;48;1;-99;1;-99;-1;4;785;-0.240876374907415;-2.74774659022756
1668766;1143;BASIC;1;0;0;1;1;1;7;14;3;4;188;0;7;38;0;-1;1;15;?;1;1;50001;1;30005;2;0;100;58;2;18;1;-99;-1;1;1280;1.40912362509258;-1.01444659022756
1668767;369.74;BASIC;2;0;17755;1;1;1;1;14;3;5;172;10;7;52;32;-1;2;6;?;2;1;50001;10;30003;2;10;90;52;2;27;1;23;-1;2;1291;0.809123625092582;0.685553409772435
1668768;369.74;FULL;2;0;17755;1;1;1;1;14;3;5;172;10;7;52;32;-1;2;6;?;2;1;50001;10;30003;2;10;90;52;2;27;1;23;-1;2;1291;0.809123625092582;0.685553409772435
1668769;513;BASIC;1;0;9300;1;1;1;1;15;2;5;176;10;7;67;48;-1;2;12;?;2;1;50001;5;30005;2;10;136;59;2;27;1;-99;-1;1;1710;2.60912362509259;-0.347746590227565
1668770;463;BASIC;1;0;4100;2;1;2;7;14;2;5;190;5;7;25;7;-1;1;14;?;1;1;50001;10;30003;2;5;103;65;2;27;1;-99;-1;1;1175;0.0591236250925817;-3.29774659022756
1668771;409.07;BASIC;2;2;42709;1;1;1;1;12;3;3;238;10;8;55;33;?;?;4;?;1;1;50001;10;30003;2;10;210;110;2;18;2;-99;25;1;1414;-0.890876374907414;-1.54774659022756
1668772;369.74;FULL;2;0;17755;1;1;1;1;14;3;5;172;10;7;52;32;-1;2;6;?;2;1;50001;10;30003;2;10;90;52;2;27;1;23;-1;2;1291;0.809123625092582;0.685553409772435
1668776;303.63;BASIC;2;0;13575;1;1;1;1;13;3;3;157;7;7;37;7;-1;2;6;?;1;1;50001;10;30001;4;7;68;64;1;15;1;-99;-1;1;790;0.675823625092583;-2.04774659022756
1668777;303.63;FULL;2;0;13575;1;1;1;1;13;3;3;157;7;7;37;7;-1;2;6;?;1;1;50001;10;30001;4;7;68;64;1;15;1;-99;-1;1;790;0.675823625092583;-2.04774659022756
1668855;299;FULL;2;2;42709;1;1;1;1;12;3;3;238;10;8;55;33;?;?;4;?;1;1;50001;10;30003;2;10;210;110;2;18;2;-99;25;1;1414;-0.890876374907414;-1.54774659022756
1668858;299;FULL;2;2;42709;1;1;1;1;12;3;3;238;10;8;55;33;?;?;4;?;1;1;50001;10;30003;2;10;210;110;2;18;2;-99;25;1;1414;-0.890876374907414;-1.54774659022756
1668859;299;FULL;2;2;42709;1;1;1;1;12;3;3;238;10;8;55;33;?;?;4;?;1;1;50001;10;30003;2;10;210;110;2;18;2;-99;25;1;1414;-0.890876374907414;-1.54774659022756
1668862;369.74;FULL;2;0;17755;1;1;1;1;14;3;5;172;10;7;52;32;-1;2;6;?;2;1;50001;10;30003;2;10;90;52;2;27;1;23;-1;2;1291;0.809123625092582;0.685553409772435
1668894;412;FULL;1;2;30786;1;1;1;2;14;1;5;201;7;8;33;15;7;2;8;?;2;1;50001;9;30006;1;7;140;63;2;10;2;8;31;1;1635;-1.99087637490742;2.45225340977244
1668950;375;FULL;1;0;5900;1;1;1;1;14;1;5;170;10;7;41;24;-1;2;12;?;1;1;50001;10;30002;3;10;75;58;2;27;1;12;-1;2;950;-1.70757637490742;0.218853409772436
1668998;228;BASIC;2;0;2600;1;1;1;1;12;3;?;150;6;7;36;14;?;?;15;?;1;1;50001;10;30001;2;6;54;55;1;16;1;-99;-1;1;740;-0.707576374907418;-2.24774659022756
1669000;969;BASIC;1;0;5200;1;1;1;-1;14;3;4;205;-1;7;22;3;-1;1;18;?;1;1;50001;1;30005;2;0;125;76;2;-99;1;-99;-1;4;1225;2.75912362509258;-0.464446590227563
1669001;289;FULL;1;0;11000;1;1;1;1;13;2;5;193;10;7;30;13;-1;2;13;?;2;1;50001;10;30003;2;10;110;65;2;7;1;1;-1;1;1260;2.75912362509258;-0.464446590227563
1669002;998;BASIC;1;0;5200;1;1;1;-1;14;3;4;205;-1;7;22;3;-1;1;18;?;1;1;50001;1;30005;2;0;125;76;2;-99;1;-99;-1;4;1225;2.75912362509258;-0.464446590227563
1669003;289;FULL;1;0;11000;1;1;1;1;13;2;5;193;10;7;30;13;-1;2;13;?;2;1;50001;10;30003;2;10;110;65;2;7;1;1;-1;1;1260;2.75912362509258;-0.464446590227563
1669004;354;FULL;1;0;23320;2;1;2;2;13;1;5;180;5;7;31;10;-1;2;6;?;1;1;50001;10;30002;2;5;107;70;2;10;1;1;-1;1;1130;0.175823625092583;2.06885340977244
1669005;354;FULL;1;0;23320;2;1;2;2;13;1;5;180;5;7;31;10;-1;2;6;?;1;1;50001;10;30002;2;5;107;70;2;10;1;1;-1;1;1130;0.175823625092583;2.06885340977244
1669029;369.34;FULL;1;2;37130;1;1;1;1;14;1;5;220;10;8;39;22;1;2;5;?;1;1;50001;10;30005;3;10;160;81;2;5;2;3;35;2;1471;-1.57417637490742;-0.114446590227566
1669045;1064;FULL;1;0;22058;1;1;1;-1;14;3;5;187;-1;7;29;0;-1;2;5;?;2;1;50001;10;30003;2;0;105;59;2;-99;1;-99;-1;4;1320;0.509123625092585;1.98555340977244
1669055;375;FULL;1;0;5900;1;1;1;1;14;1;5;170;10;7;41;24;-1;2;12;?;1;1;50001;10;30002;3;10;75;58;2;27;1;12;-1;2;950;-1.70757637490742;0.218853409772436
1669088;1064;FULL;1;0;22058;1;1;1;-1;14;3;5;187;-1;7;29;0;-1;2;5;?;2;1;50001;10;30003;2;0;105;59;2;-99;1;-99;-1;4;1320;0.509123625092585;1.98555340977244
1669097;423;BASIC;1;2;8650;1;1;1;1;13;2;5;178;7;7;31;10;1;1;15;?;1;1;50007;9;30005;3;7;125;70;2;27;2;-99;30;1;1330;-1.67417637490742;0.435553409772435
1669098;299;BASIC;2;0;4400;1;1;1;1;13;3;3;185;10;7;38;17;?;?;15;?;1;1;50001;10;30002;2;10;88;60;2;27;1;-99;-1;1;1100;-0.903976374907415;-3.34254659022756
1669102;299;BASIC;2;0;4400;1;1;1;1;13;3;3;185;10;7;38;17;?;?;15;?;1;1;50001;10;30002;2;10;88;60;2;27;1;-99;-1;1;1100;-0.903976374907415;-3.34254659022756
1669104;366.57;FULL;1;2;25485;1;1;1;1;13;1;5;196;10;7;38;16;10;2;7;?;2;1;50001;5;30005;2;10;140;60;2;27;2;7;38;2;1736;-0.324176374907417;2.13555340977243
1669107;258;FULL;1;0;34942;1;1;1;1;13;3;5;175;10;7;54;35;-1;2;4;?;1;1;50001;9;30003;2;10;105;58;2;2;1;21;-1;2;1345;1.74242362509258;-0.247746590227564
1669108;258;FULL;1;0;34942;1;1;1;1;13;3;5;175;10;7;54;35;-1;2;4;?;1;1;50001;9;30003;2;10;105;58;2;2;1;21;-1;2;1345;1.74242362509258;-0.247746590227564
1669109;258;FULL;1;0;34942;1;1;1;1;13;3;5;175;10;7;54;35;-1;2;4;?;1;1;50001;9;30003;2;10;105;58;2;2;1;21;-1;2;1345;1.74242362509258;-0.247746590227564
1669128;1064;FULL;1;0;22058;1;1;1;-1;14;3;5;187;-1;7;29;0;-1;2;5;?;2;1;50001;10;30003;2;0;105;59;2;-99;1;-99;-1;4;1320;0.509123625092585;1.98555340977244
1669170;537.54;BASIC;1;0;19490;1;1;1;1;14;2;5;209;4;7;24;6;-1;1;7;?;2;1;50001;10;30003;1;4;150;81;2;18;1;-99;-1;1;1360;0.00912362509258458;0.318853409772437
1669245;339;FULL;1;0;18337;1;1;1;1;14;1;5;180;9;7;31;13;-1;2;4;?;1;1;50001;10;30002;2;9;100;64;2;27;1;2;-1;1;1160;2.60912362509259;-0.347746590227565
1669249;399;FULL;1;0;19490;1;1;1;1;14;2;5;209;4;7;24;6;-1;1;7;?;2;1;50001;10;30003;1;4;150;81;2;18;1;-99;-1;1;1360;0.00912362509258458;0.318853409772437
1669252;399;FULL;1;0;19490;1;1;1;1;14;2;5;209;4;7;24;6;-1;1;7;?;2;1;50001;10;30003;1;4;150;81;2;18;1;-99;-1;1;1360;0.00912362509258458;0.318853409772437
1669253;375;BASIC;1;0;5900;1;1;1;1;14;1;5;170;10;7;41;24;-1;2;12;?;1;1;50001;10;30002;3;10;75;58;2;27;1;12;-1;2;950;-1.70757637490742;0.218853409772436
1669254;379;FULL;1;0;9200;1;1;1;1;13;2;5;192;10;7;57;38;-1;2;12;?;1;1;50001;10;30003;3;10;105;66;2;2;1;24;-1;1;1170;-1.47417637490742;0.00225340977243604
1669256;356;BASIC;1;0;3300;1;1;1;1;14;2;?;193;10;7;55;38;-1;5;18;?;1;1;50002;1;30005;3;10;122;67;2;16;1;-99;-1;1;1350;-2.17417637490742;3.18555340977244
1669259;1338;BASIC;1;0;1100;1;1;1;-1;12;2;3;145;-1;7;19;0;?;?;20;?;1;1;50001;10;30001;2;0;45;44;1;-99;1;-99;-1;4;760;-0.940876374907418;0.102253409772437
1669260;468.88;BASIC;1;0;9200;1;1;1;1;13;2;5;192;10;7;57;38;-1;2;12;?;1;1;50001;10;30003;3;10;105;66;2;2;1;24;-1;1;1170;-1.47417637490742;0.00225340977243604
1669261;1309;BASIC;1;0;1100;1;1;1;-1;12;2;3;145;-1;7;19;0;?;?;20;?;1;1;50001;10;30001;2;0;45;44;1;-99;1;-99;-1;4;760;-0.940876374907418;0.102253409772437
1669273;445.98;FULL;1;0;29058;1;1;1;3;13;2;4;209;2;7;30;13;-1;2;6;?;2;1;50001;1;30005;3;2;140;71;2;27;1;1;-1;1;1454;-1.62417637490741;-0.481146590227564
1669274;339;FULL;1;0;18337;1;1;1;1;14;1;5;180;9;7;31;13;-1;2;4;?;1;1;50001;10;30002;2;9;100;64;2;27;1;2;-1;1;1160;2.60912362509259;-0.347746590227565
1669275;445.98;FULL;1;0;29058;1;1;1;3;13;2;4;209;2;7;30;13;-1;2;6;?;2;1;50001;1;30005;3;2;140;71;2;27;1;1;-1;1;1454;-1.62417637490741;-0.481146590227564
1669277;339;FULL;1;0;18337;1;1;1;1;14;1;5;180;9;7;31;13;-1;2;4;?;1;1;50001;10;30002;2;9;100;64;2;27;1;2;-1;1;1160;2.60912362509259;-0.347746590227565
